fecha;uva;
14/09/2018;26,2300;
15/09/2018;26,2600;
16/09/2018;26,2600;
17/09/2018;26,2600;
18/09/2018;26,3500;
19/09/2018;26,3900;
20/09/2018;26,4200;
21/09/2018;26,4500;
22/09/2018;26,4900;
23/09/2018;26,4900;
24/09/2018;26,4900;
25/09/2018;26,5900;
26/09/2018;26,6200;
27/09/2018;26,6600;
28/09/2018;26,6900;
29/09/2018;26,7300;
30/09/2018;26,7300;
01/10/2018;26,7300;
02/10/2018;26,8300;
03/10/2018;26,8600;
04/10/2018;26,9000;
05/10/2018;26,9300;
06/10/2018;26,9600;
07/10/2018;26,9600;
08/10/2018;26,9600;
09/10/2018;27,0700;
10/10/2018;27,1000;
11/10/2018;27,1400;
12/10/2018;27,1700;
13/10/2018;27,2100;
14/10/2018;27,2100;
15/10/2018;27,2100;
16/10/2018;27,2100;
17/10/2018;27,3700;
18/10/2018;27,4200;
19/10/2018;27,4800;
20/10/2018;27,5300;
21/10/2018;27,5300;
22/10/2018;27,5300;
23/10/2018;27,7000;
24/10/2018;27,7600;
25/10/2018;27,8100;
26/10/2018;27,8700;
27/10/2018;27,9300;
28/10/2018;27,9300;
29/10/2018;27,9300;
30/10/2018;28,1000;
31/10/2018;28,1600;
01/11/2018;28,2100;
02/11/2018;28,2700;
03/11/2018;28,3300;
04/11/2018;28,3300;
05/11/2018;28,3300;
06/11/2018;28,5000;
07/11/2018;28,5000;
08/11/2018;28,6200;
09/11/2018;28,6800;
10/11/2018;28,7300;
11/11/2018;28,7300;
12/11/2018;28,7300;
13/11/2018;28,9100;
14/11/2018;28,9700;
15/11/2018;29,0300;
16/11/2018;29,0900;
17/11/2018;29,1400;
18/11/2018;29,1400;
19/11/2018;29,1400;
20/11/2018;29,1400;
21/11/2018;29,3400;
22/11/2018;29,3900;
23/11/2018;29,4500;
24/11/2018;29,5000;
25/11/2018;29,5000;
26/11/2018;29,5000;
27/11/2018;29,6500;
28/11/2018;29,7000;
29/11/2018;29,7600;
30/11/2018;29,8100;
01/12/2018;29,8100;
02/12/2018;29,8100;
03/12/2018;29,8100;
04/12/2018;30,0200;
05/12/2018;30,0700;
06/12/2018;30,1200;
07/12/2018;30,1800;
08/12/2018;30,2300;
09/12/2018;30,2300;
10/12/2018;30,2300;
11/12/2018;30,3900;
12/12/2018;30,4400;
13/12/2018;30,5000;
14/12/2018;30,5500;
15/12/2018;30,6000;
16/12/2018;30,6000;
17/12/2018;30,6000;
18/12/2018;30,7200;
19/12/2018;30,7500;
20/12/2018;30,7800;
21/12/2018;30,8100;
22/12/2018;30,8400;
23/12/2018;30,8400;
24/12/2018;30,8400;
25/12/2018;30,8400;
26/12/2018;30,8400;
27/12/2018;31,0000;
28/12/2018;31,0300;
29/12/2018;31,0600;
30/12/2018;31,0600;
31/12/2018;31,0600;
01/01/2019;31,0600;
02/01/2019;31,0600;
03/01/2019;31,2200;
04/01/2019;31,2500;
05/01/2019;31,2900;
06/01/2019;31,2900;
07/01/2019;31,2900;
08/01/2019;31,3800;
09/01/2019;31,4100;
10/01/2019;31,4500;
11/01/2019;31,4800;
12/01/2019;31,5100;
13/01/2019;31,5100;
14/01/2019;31,5100;
15/01/2019;31,6100;
16/01/2019;31,6400;
17/01/2019;31,6600;
18/01/2019;31,6900;
19/01/2019;31,7200;
20/01/2019;31,7200;
21/01/2019;31,7200;
22/01/2019;31,8000;
23/01/2019;31,8200;
24/01/2019;31,8500;
25/01/2019;31,8700;
26/01/2019;31,9000;
27/01/2019;31,9000;
28/01/2019;31,9000;
29/01/2019;31,9800;
30/01/2019;32,0100;
31/01/2019;32,0300;
01/02/2019;32,0600;
02/02/2019;32,0900;
03/02/2019;32,0900;
04/02/2019;32,0900;
05/02/2019;32,1700;
06/02/2019;32,1900;
07/02/2019;32,2200;
08/02/2019;32,2500;
09/02/2019;32,2700;
10/02/2019;32,2700;
11/02/2019;32,2700;
12/02/2019;32,3500;
13/02/2019;32,3800;
14/02/2019;32,4100;
15/02/2019;32,4300;
16/02/2019;32,4600;
17/02/2019;32,4600;
18/02/2019;32,4600;
19/02/2019;32,5600;
20/02/2019;32,5900;
21/02/2019;32,6300;
22/02/2019;32,6600;
23/02/2019;32,6900;
24/02/2019;32,6900;
25/02/2019;32,6900;
26/02/2019;32,7900;
27/02/2019;32,8300;
28/02/2019;32,8600;
01/03/2019;32,8900;
02/03/2019;32,9300;
03/03/2019;32,9300;
04/03/2019;32,9300;
05/03/2019;32,9300;
06/03/2019;32,9300;
07/03/2019;33,1000;
08/03/2019;33,1300;
